PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31699627","Cognitive remediation for schizophrenia: An expert working group white paper on core techniques","Bowie CR, Bell MD, Fiszdon JM, Johannesen JK, Lindenmayer JP, McGurk SR, Medalia AA, Penadés R, Saperstein AM, Twamley EW, Ueland T, Wykes T.","Schizophr Res. 2020 Jan;215:49-53. doi: 10.1016/j.schres.2019.10.047. Epub 2019 Nov 4.","Bowie CR","Schizophr Res","2020","2019/11/09","","","10.1016/j.schres.2019.10.047"
"31671625","Maternal Obesity during Pregnancy Alters Daily Activity and Feeding Cycles, and Hypothalamic Clock Gene Expression in Adult Male Mouse Offspring","Cleal JK, Bruce KD, Shearer JL, Thomas H, Plume J, Gregory L, Shepard JN, Spiers-Fitzgerald KL, Mani R, Lewis RM, Lillycrop KA, Hanson MA, Byrne CD, Cagampang FR.","Int J Mol Sci. 2019 Oct 30;20(21):5408. doi: 10.3390/ijms20215408.","Cleal JK","Int J Mol Sci","2019","2019/11/02","PMC6862679","","10.3390/ijms20215408"
"31606826","Systematic screening using FRAX(®) leads to increased use of, and adherence to, anti-osteoporosis medications: an analysis of the UK SCOOP trial","Parsons CM, Harvey N, Shepstone L, Kanis JA, Lenaghan E, Clarke S, Fordham R, Gittoes N, Harvey I, Holland R, Redmond NM, Howe A, Marshall T, Peters TJ, Torgerson D, O'Neill TW, McCloskey E, Cooper C; SCOOP Trial Group.","Osteoporos Int. 2020 Jan;31(1):67-75. doi: 10.1007/s00198-019-05142-z. Epub 2019 Oct 12.","Parsons CM","Osteoporos Int","2020","2019/10/14","PMC6952271","EMS84838","10.1007/s00198-019-05142-z"
"31590424","Co-producing Progression Criteria for Feasibility Studies: A Partnership between Patient Contributors, Clinicians and Researchers","Young HML, Goodliffe S, Madhani M, Phelps K, Regen E, Locke A, Burton JO, Singh SJ, Smith AC, Conroy S.","Int J Environ Res Public Health. 2019 Oct 6;16(19):3756. doi: 10.3390/ijerph16193756.","Young HML","Int J Environ Res Public Health","2019","2019/10/09","PMC6801439","","10.3390/ijerph16193756"
"31585096","MAVRIC: a multicenter randomized controlled trial of transabdominal vs transvaginal cervical cerclage","Shennan A, Chandiramani M, Bennett P, David AL, Girling J, Ridout A, Seed PT, Simpson N, Thornton S, Tydeman G, Quenby S, Carter J.","Am J Obstet Gynecol. 2020 Mar;222(3):261.e1-261.e9. doi: 10.1016/j.ajog.2019.09.040. Epub 2019 Oct 1.","Shennan A","Am J Obstet Gynecol","2020","2019/10/05","","","10.1016/j.ajog.2019.09.040"
"31520867","Current management of limited-stage SCLC and CONVERT trial impact: Results of the EORTC Lung Cancer Group survey","Levy A, Hendriks LEL, Le Péchoux C, Falk S, Besse B, Novello S, Dingemans AC, Hasan B, Reck M, Berghmans T, Faivre-Finn C; EORTC Lung Cancer Group (EORTC LCG).","Lung Cancer. 2019 Oct;136:145-147. doi: 10.1016/j.lungcan.2019.08.007. Epub 2019 Aug 13.","Levy A","Lung Cancer","2019","2019/09/15","","","10.1016/j.lungcan.2019.08.007"
"31488373","Percutaneous coronary intervention versus coronary artery bypass grafting in patients with three-vessel or left main coronary artery disease: 10-year follow-up of the multicentre randomised controlled SYNTAX trial","Thuijs DJFM, Kappetein AP, Serruys PW, Mohr FW, Morice MC, Mack MJ, Holmes DR Jr, Curzen N, Davierwala P, Noack T, Milojevic M, Dawkins KD, da Costa BR, Jüni P, Head SJ; SYNTAX Extended Survival Investigators.","Lancet. 2019 Oct 12;394(10206):1325-1334. doi: 10.1016/S0140-6736(19)31997-X. Epub 2019 Sep 2.","Thuijs DJFM","Lancet","2019","2019/09/07","","","10.1016/S0140-6736(19)31997-X"
"31478034","The maxillary incisor labial face tangent: clinical evaluation of maxillary incisor inclination in profile smiling view and idealized aesthetics","Naini FB, Manouchehri S, Al-Bitar ZB, Gill DS, Garagiola U, Wertheim D.","Maxillofac Plast Reconstr Surg. 2019 Aug 20;41(1):31. doi: 10.1186/s40902-019-0214-4. eCollection 2019 Dec.","Naini FB","Maxillofac Plast Reconstr Surg","2019","2019/09/04","PMC6701796","","10.1186/s40902-019-0214-4"
"31466126","Reply to Dr. Suga and Dr. Takenoshita","Ariyawardana A, Chmieliauskaite M, Farag AM, Albuquerque R, Forssell H, Nasri-Heir C, Klasser GD, Sardella A, Mignogna MD, Ingram M, Carlson CR, Miller CS.","Oral Dis. 2020 Jan;26(1):240-241. doi: 10.1111/odi.13187. Epub 2019 Nov 12.","Ariyawardana A","Oral Dis","2020","2019/08/30","","","10.1111/odi.13187"
"31446213","Patient-reported outcomes in patients with a germline BRCA mutation and HER2-negative metastatic breast cancer receiving olaparib versus chemotherapy in the OlympiAD trial","Robson M, Ruddy KJ, Im SA, Senkus E, Xu B, Domchek SM, Masuda N, Li W, Tung N, Armstrong A, Delaloge S, Bannister W, Goessl C, Degboe A, Hettle R, Conte P.","Eur J Cancer. 2019 Oct;120:20-30. doi: 10.1016/j.ejca.2019.06.023. Epub 2019 Aug 22.","Robson M","Eur J Cancer","2019","2019/08/26","PMC6836724","NIHMS1538154","10.1016/j.ejca.2019.06.023"
"31429680","MRI for Detecting Root Avulsions in Traumatic Adult Brachial Plexus Injuries: A Systematic Review and Meta-Analysis of Diagnostic Accuracy","Wade RG, Takwoingi Y, Wormald JCR, Ridgway JP, Tanner S, Rankine JJ, Bourke G.","Radiology. 2019 Oct;293(1):125-133. doi: 10.1148/radiol.2019190218. Epub 2019 Aug 20.","Wade RG","Radiology","2019","2019/08/21","","","10.1148/radiol.2019190218"
"31401877","Randomized Interventional Study on Prediction of Preeclampsia/Eclampsia in Women With Suspected Preeclampsia: INSPIRE","Cerdeira AS, O'Sullivan J, Ohuma EO, Harrington D, Szafranski P, Black R, Mackillop L, Impey L, Greenwood C, James T, Smith I, Papageorghiou AT, Knight M, Vatish M.","Hypertension. 2019 Oct;74(4):983-990. doi: 10.1161/HYPERTENSIONAHA.119.12739. Epub 2019 Aug 12.","Cerdeira AS","Hypertension","2019","2019/08/13","PMC6756298","","10.1161/HYPERTENSIONAHA.119.12739"
"31172925","The effect of gender on methotrexate prescription attitudes in Italian rheumatoid arthritis patients: the MARI study","Giusti A, Epis OM, Migliore A, Ricioppo A, Sainaghi PP, Di Matteo L, Massarotti MS, Govoni M, Mazzone A, Traballi G, Ciarla S, Cozzi L, Roncaglione A, Muratore M, Laurenti R, Bianchi G.","Clin Exp Rheumatol. 2019 Nov-Dec;37(6):1003-1009. Epub 2019 Jun 6.","Giusti A","Clin Exp Rheumatol","2019","2019/06/08","","",""
"31652934","Use of Alcohol and Unprescribed Drugs after Suicide Bereavement: Qualitative Study","Eng J, Drabwell L, Stevenson F, King M, Osborn D, Pitman A.","Int J Environ Res Public Health. 2019 Oct 24;16(21):4093. doi: 10.3390/ijerph16214093.","Eng J","Int J Environ Res Public Health","2019","2019/10/27","PMC6862291","","10.3390/ijerph16214093"
"32467876","Implementation of Physical Activity into routine Clinical pracTice in Rheumatic Musculoskeletal Disease: The IMPACT-RMD study protocol and rationale","Metsios GS, Fenton SA, Moe HR, van der Esch M, van Zanten JV, Koutedakis Y, Vitalis P, Kennedy N, Brodin NC, Tzika A, Boström C, Swinnen TW, Jester R, Schneider KN, Nikiphorou E, Fragoulis GE, Vlieland TPMV, Van den Ende C, Kitas GD; IMPACT-RMD Consortium..","Mediterr J Rheumatol. 2020 Mar 31;30(4):231-236. doi: 10.31138/mjr.30.4.231. eCollection 2019 Dec.","Metsios GS","Mediterr J Rheumatol","2020","2020/05/30","PMC7241658","","10.31138/mjr.30.4.231"
"31903430","Antibiotic treatment for pneumonia complicating stroke: Recommendations from the pneumonia in stroke consensus (PISCES) group","Kishore AK, Jeans AR, Garau J, Bustamante A, Kalra L, Langhorne P, Chamorro A, Urra X, Katan M, Napoli MD, Westendorp W, Nederkoorn PJ, van de Beek D, Roffe C, Woodhead M, Montaner J, Meisel A, Smith CJ.","Eur Stroke J. 2019 Dec;4(4):318-328. doi: 10.1177/2396987319851335. Epub 2019 May 27.","Kishore AK","Eur Stroke J","2019","2020/01/07","PMC6921946","","10.1177/2396987319851335"
"31856887","A 2 × 2 factorial, randomised, open-label trial to determine the clinical and cost-effectiveness of hypertonic saline (HTS 6%) and carbocisteine for airway clearance versus usual care over 52 weeks in adults with bronchiectasis: a protocol for the CLEAR clinical trial","Bradley JM, Anand R, O'Neill B, Ferguson K, Clarke M, Carroll M, Chalmers J, De Soyza A, Duckers J, Hill AT, Loebinger MR, Copeland F, Gardner E, Campbell C, Agus A, McGuire A, Boyle R, McKinney F, Dickson N, McAuley DF, Elborn S; CLEAR study group.","Trials. 2019 Dec 19;20(1):747. doi: 10.1186/s13063-019-3766-9.","Bradley JM","Trials","2019","2019/12/21","PMC6921594","","10.1186/s13063-019-3766-9"
"31786422","Systematic review of educational interventions to improve contouring in radiotherapy","Cacicedo J, Navarro-Martin A, Gonzalez-Larragan S, De Bari B, Salem A, Dahele M.","Radiother Oncol. 2020 Mar;144:86-92. doi: 10.1016/j.radonc.2019.11.004. Epub 2019 Nov 28.","Cacicedo J","Radiother Oncol","2020","2019/12/02","","","10.1016/j.radonc.2019.11.004"
"31782286","Global perspective on carotid intima-media thickness and plaque: should the current measurement guidelines be revisited?","Saba L, Jamthikar A, Gupta D, Khanna NN, Viskovic K, Suri HS, Gupta A, Mavrogeni S, Turk M, Laird JR, Pareek G, Miner M, Sfikakis PP, Protogerou A, Kitas GD, Viswanathan V, Nicolaides A, Bhatt DL, Suri JS.","Int Angiol. 2019 Dec;38(6):451-465. doi: 10.23736/S0392-9590.19.04267-6. Epub 2019 Nov 25.","Saba L","Int Angiol","2019","2019/11/30","","","10.23736/S0392-9590.19.04267-6"
"31765395","Semantic computational analysis of anticoagulation use in atrial fibrillation from real world data","Bean DM, Teo J, Wu H, Oliveira R, Patel R, Bendayan R, Shah AM, Dobson RJB, Scott PA.","PLoS One. 2019 Nov 25;14(11):e0225625. doi: 10.1371/journal.pone.0225625. eCollection 2019.","Bean DM","PLoS One","2019","2019/11/26","PMC6876873","","10.1371/journal.pone.0225625"
"31729570","Posterior fossa pilocytic astrocytomas with oligodendroglial features show frequent FGFR1 activation via fusion or mutation","Sievers P, Schrimpf D, Stichel D, Reuss DE, Hasselblatt M, Hagel C, Staszewski O, Hench J, Frank S, Brandner S, Korshunov A, Wick W, Pfister SM, Reifenberger G, von Deimling A, Sahm F, Jones DTW.","Acta Neuropathol. 2020 Feb;139(2):403-406. doi: 10.1007/s00401-019-02097-7. Epub 2019 Nov 15.","Sievers P","Acta Neuropathol","2020","2019/11/16","","","10.1007/s00401-019-02097-7"
"31729019","Guidelines on suicide amongst anaesthetists 2019","Shinde S, Yentis SM, Asanati K, Coetzee RH, Cole-King A, Gerada C, Harding K, Hawton K, Hennessy A, Keats P, Kumar N, McGlennan A, Pappenheim K, Plunkett E, Prior K, Rowland A.","Anaesthesia. 2020 Jan;75(1):96-108. doi: 10.1111/anae.14890. Epub 2019 Nov 14.","Shinde S","Anaesthesia","2020","2019/11/16","","","10.1111/anae.14890"
"31715324","The Genetic Links to Anxiety and Depression (GLAD) Study: Online recruitment into the largest recontactable study of depression and anxiety","Davies MR, Kalsi G, Armour C, Jones IR, McIntosh AM, Smith DJ, Walters JTR, Bradley JR, Kingston N, Ashford S, Beange I, Brailean A, Cleare AJ, Coleman JRI, Curtis CJ, Curzons SCB, Davis KAS, Dowey LRC, Gault VA, Goldsmith KA, Bennett MH, Hirose Y, Hotopf M, Hübel C, Kanz C, Leng J, Lyall DM, Mason BD, McAtarsney-Kovacs M, Monssen D, Moulton A, Ovington N, Palaiologou E, Pariante CM, Parikh S, Peel AJ, Price RK, Rimes KA, Rogers HC, Sambrook J, Skelton M, Spaul A, Suarez ELA, Sykes BL, Thomas KG, Young AH, Vassos E, Veale D, White KM, Wingrove J; NIHR BioResource consortium, Eley TC, Breen G.","Behav Res Ther. 2019 Dec;123:103503. doi: 10.1016/j.brat.2019.103503. Epub 2019 Oct 24.","Davies MR","Behav Res Ther","2019","2019/11/13","PMC6891252","","10.1016/j.brat.2019.103503"
"31700137","Ibrutinib as a salvage therapy after allogeneic HCT for chronic lymphocytic leukemia","Michallet M, Dreger P, Sobh M, Koster L, Hoek J, Boumendil A, Scheid C, Fox CP, Wulf G, Krüger W, van Gelder M, Corradini P, Russo D, Passweg J, Schoemans H, Bethge W, Schaap N, Cornelissen J, Browne P, Durakovic N, Muller L, Montoto S, Kroger N, Schetelig J; French Cooperative Group for CLL, SFGM-TC, and the EBMT Chronic Malignancy and Lymphoma Working Parties.","Bone Marrow Transplant. 2020 May;55(5):884-890. doi: 10.1038/s41409-019-0742-7. Epub 2019 Nov 7.","Michallet M","Bone Marrow Transplant","2020","2019/11/09","","","10.1038/s41409-019-0742-7"
"31693899","Hepatocytes Delete Regulatory T Cells by Enclysis, a CD4(+) T Cell Engulfment Process","Davies SP, Reynolds GM, Wilkinson AL, Li X, Rose R, Leekha M, Liu YS, Gandhi R, Buckroyd E, Grove J, Barnes NM, May RC, Hubscher SG, Adams DH, Huang Y, Qureshi O, Stamataki Z.","Cell Rep. 2019 Nov 5;29(6):1610-1620.e4. doi: 10.1016/j.celrep.2019.09.068.","Davies SP","Cell Rep","2019","2019/11/07","PMC7057271","","10.1016/j.celrep.2019.09.068"
"31685288","A cross-sectional examination of the clinical significance of autistic traits in individuals experiencing a first episode of psychosis","Chisholm K, Pelton M, Duncan N, Kidd K, Wardenaar KJ, Upthegrove R, Broome MR, Lin A, Wood SJ.","Psychiatry Res. 2019 Dec;282:112623. doi: 10.1016/j.psychres.2019.112623. Epub 2019 Oct 18.","Chisholm K","Psychiatry Res","2019","2019/11/06","","","10.1016/j.psychres.2019.112623"
"31672771","Epigenetic EGFR Gene Repression Confers Sensitivity to Therapeutic BRAFV600E Blockade in Colon Neuroendocrine Carcinomas","Capdevila J, Arqués O, Hernández Mora JR, Matito J, Caratù G, Mancuso FM, Landolfi S, Barriuso J, Jimenez-Fonseca P, Lopez Lopez C, Garcia-Carbonero R, Hernando J, Matos I, Paolo N, Hernández-Losa J, Esteller M, Martínez-Cardús A, Tabernero J, Vivancos A, Palmer HG.","Clin Cancer Res. 2020 Feb 15;26(4):902-909. doi: 10.1158/1078-0432.CCR-19-1266. Epub 2019 Oct 31.","Capdevila J","Clin Cancer Res","2020","2019/11/02","","","10.1158/1078-0432.CCR-19-1266"
"31667620","The dietary management of calcium and phosphate in children with CKD stages 2-5 and on dialysis-clinical practice recommendation from the Pediatric Renal Nutrition Taskforce","McAlister L, Pugh P, Greenbaum L, Haffner D, Rees L, Anderson C, Desloovere A, Nelms C, Oosterveld M, Paglialonga F, Polderman N, Qizalbash L, Renken-Terhaerdt J, Tuokkola J, Warady B, Walle JV, Shaw V, Shroff R.","Pediatr Nephrol. 2020 Mar;35(3):501-518. doi: 10.1007/s00467-019-04370-z. Epub 2019 Oct 30.","McAlister L","Pediatr Nephrol","2020","2019/11/01","PMC6969014","","10.1007/s00467-019-04370-z"
"31600967","Simulation of the Effect of Material Properties on Soft Contact Lens On-Eye Power","Moore J, Lopes BT, Eliasy A, Geraghty B, Wu R, White L, Elsheikh A, Abass A.","Bioengineering (Basel). 2019 Oct 9;6(4):94. doi: 10.3390/bioengineering6040094.","Moore J","Bioengineering (Basel)","2019","2019/10/12","PMC6956153","","10.3390/bioengineering6040094"
"31595038","In Ph+BCR-ABL1(P210+) acute lymphoblastic leukemia the e13a2 (B2A2) transcript is prevalent","Baccarani M, Iacobucci I, Chiaretti S, Foà' R, Balasubramanian P, Paietta E, Foroni L, Jeromin S, Izzo B, Spinelli O, Varma N, Menif S, Terragna C, Seth T, Bidet A, Coriu D, Lunghi F, Mayer J, Scappini B, Langabeer S, Maier J, Burt E, Candoni A, Albano F, Luppi M, Zupan I, Lion T, Zadro R, di Raimondo F, Poopak B, Rege-Cambrin G, Annunziata M, Ayala A, Salinas-Viedma V, Ines Prado A, Milner B, Galimberti S, Janssen J, Polli V, Comba L, Borsellino B, Annibali O, Crugnola M, Passamonti F.","Leukemia. 2020 Mar;34(3):929-931. doi: 10.1038/s41375-019-0591-9. Epub 2019 Oct 8.","Baccarani M","Leukemia","2020","2019/10/10","","","10.1038/s41375-019-0591-9"
"31554525","Recommendations from the Association for European Paediatric and Congenital Cardiology for training in pulmonary hypertension","Sallmon H, Moledina S, Albert DC, Beghetti M, Berger RMF, Bonnet D, Bukova M, Koestenberger M, Meinel K, Reinhardt Z, Tulloh RMR, de Wolf D, Hansmann G.","Cardiol Young. 2019 Nov;29(11):1323-1327. doi: 10.1017/S104795111900235X. Epub 2019 Sep 26.","Sallmon H","Cardiol Young","2019","2019/09/27","","","10.1017/S104795111900235X"
"31547689","A Multicenter, Scan-Rescan, Human and Machine Learning CMR Study to Test Generalizability and Precision in Imaging Biomarker Analysis","Bhuva AN, Bai W, Lau C, Davies RH, Ye Y, Bulluck H, McAlindon E, Culotta V, Swoboda PP, Captur G, Treibel TA, Augusto JB, Knott KD, Seraphim A, Cole GD, Petersen SE, Edwards NC, Greenwood JP, Bucciarelli-Ducci C, Hughes AD, Rueckert D, Moon JC, Manisty CH.","Circ Cardiovasc Imaging. 2019 Oct;12(10):e009214. doi: 10.1161/CIRCIMAGING.119.009214. Epub 2019 Sep 24.","Bhuva AN","Circ Cardiovasc Imaging","2019","2019/09/25","","","10.1161/CIRCIMAGING.119.009214"
"31451536","Estimating the effect size of the 15Q11.2 BP1-BP2 deletion and its contribution to neurodevelopmental symptoms: recommendations for practice","Jønch AE, Douard E, Moreau C, Van Dijck A, Passeggeri M, Kooy F, Puechberty J, Campbell C, Sanlaville D, Lefroy H, Richetin S, Pain A, Geneviève D, Kini U, Le Caignec C, Lespinasse J, Skytte AB, Isidor B, Zweier C, Caberg JH, Delrue MA, Møller RS, Bojesen A, Hjalgrim H, Brasch-Andersen C, Lemyre E, Ousager LB, Jacquemont S; 15q11.2 Working Group.","J Med Genet. 2019 Oct;56(10):701-710. doi: 10.1136/jmedgenet-2018-105879. Epub 2019 Aug 26.","Jønch AE","J Med Genet","2019","2019/08/28","PMC6817694","","10.1136/jmedgenet-2018-105879"
"31443960","European Association of Urology Guidelines on Non-muscle-invasive Bladder Cancer (TaT1 and Carcinoma In Situ) - 2019 Update","Babjuk M, Burger M, Compérat EM, Gontero P, Mostafid AH, Palou J, van Rhijn BWG, Rouprêt M, Shariat SF, Sylvester R, Zigeuner R, Capoun O, Cohen D, Escrig JLD, Hernández V, Peyronnet B, Seisen T, Soukup V.","Eur Urol. 2019 Nov;76(5):639-657. doi: 10.1016/j.eururo.2019.08.016. Epub 2019 Aug 20.","Babjuk M","Eur Urol","2019","2019/08/25","","","10.1016/j.eururo.2019.08.016"
"31356474","A Core Outcome Set for Critical Care Ventilation Trials","Blackwood B, Ringrow S, Clarke M, Marshall JC, Connolly B, Rose L, McAuley DF.","Crit Care Med. 2019 Oct;47(10):1324-1331. doi: 10.1097/CCM.0000000000003904.","Blackwood B","Crit Care Med","2019","2019/07/30","PMC6750147","","10.1097/CCM.0000000000003904"
"31325368","Efficacy and safety of prolonged-release tacrolimus in stable pediatric allograft recipients converted from immediate-release tacrolimus - a Phase 2, open-label, single-arm, one-way crossover study","Rubik J, Debray D, Kelly D, Iserin F, Webb NJA, Czubkowski P, Vondrak K, Sellier-Leclerc AL, Rivet C, Riva S, Tönshoff B, D'Antiga L, Marks SD, Reding R, Kazeem G, Undre N.","Transpl Int. 2019 Nov;32(11):1182-1193. doi: 10.1111/tri.13479. Epub 2019 Aug 27.","Rubik J","Transpl Int","2019","2019/07/21","PMC6852421","","10.1111/tri.13479"
"31284069","Myeloablative and Reduced-Intensity Conditioned Allogeneic Hematopoietic Stem Cell Transplantation in Myelofibrosis: A Retrospective Study by the Chronic Malignancies Working Party of the European Society for Blood and Marrow Transplantation","McLornan D, Szydlo R, Koster L, Chalandon Y, Robin M, Wolschke C, Beelen D, Socié G, Bornhäuser M, Angelucci E, Niederwieser D, Gerbitz A, Finke J, Vitek A, Itälä-Remes M, Radujkovic A, Kanz L, Potter V, Chevallier P, Stelljes M, Petersen E, Robinson S, Poiré X, Klyuchnikov E, Hernández-Boluda JC, Czerw T, Hayden P, Kröger N, Yakoub-Agha I.","Biol Blood Marrow Transplant. 2019 Nov;25(11):2167-2171. doi: 10.1016/j.bbmt.2019.06.034. Epub 2019 Jul 5.","McLornan D","Biol Blood Marrow Transplant","2019","2019/07/09","","","10.1016/j.bbmt.2019.06.034"
"31075058","Salvage Radical Prostatectomy for Recurrent Prostate Cancer: Morbidity and Functional Outcomes from a Large Multicenter Series of Open versus Robotic Approaches","Gontero P, Marra G, Alessio P, Filippini C, Oderda M, Munoz F, Linares E, Sanchez-Salas R, Challacombe B, Dasgupta P, Goonewardene S, Popert R, Cahill D, Gillatt D, Persad R, Palou J, Joniau S, Piechaud T, Morlacco A, Vidit S, Rouprêt M, De La Taille A, Albisinni S, Gandaglia G, Mottrie A, Joshi S, Fiscus G, Berger A, Aron M, Van Der Poel H, Tilki D, Lawrentschuk N, Murphy DG, Leung G, Davis J, Karnes RJ; Collaborators.","J Urol. 2019 Oct;202(4):725-731. doi: 10.1097/JU.0000000000000327. Epub 2019 Sep 6.","Gontero P","J Urol","2019","2019/05/11","","","10.1097/JU.0000000000000327"
"30936379","The Impact of Cisplatin- or Non-Cisplatin-Containing Chemotherapy on Long-Term and Conditional Survival of Patients with Advanced Urinary Tract Cancer","Bamias A, Tzannis K, Bamia C, Harshman LC, Crabb S, Plimack ER, Pal S, De Giorgi U, Ladoire S, Theodore C, Agarwal N, Yu EY, Niegisch G, Sternberg CN, Srinivas S, Vaishampayan U, Necchi A, Liontos M, Rosenberg JE, Powles T, Bellmunt J, Galsky MD.","Oncologist. 2019 Oct;24(10):1348-1355. doi: 10.1634/theoncologist.2018-0739. Epub 2019 Apr 1.","Bamias A","Oncologist","2019","2019/04/03","PMC6795165","","10.1634/theoncologist.2018-0739"
"30734072","Robotic versus laparoscopic radical nephrectomy: a large multi-institutional analysis (ROSULA Collaborative Group)","Anele UA, Marchioni M, Yang B, Simone G, Uzzo RG, Lau C, Mir MC, Capitanio U, Porter J, Jacobsohn K, de Luyk N, Mari A, Chang K, Fiori C, Sulek J, Mottrie A, White W, Perdona S, Quarto G, Bindayi A, Ashrafi A, Schips L, Berardinelli F, Zhang C, Gallucci M, Ramirez-Backhaus M, Larcher A, Kilday P, Liao M, Langenstroer P, Dasgupta P, Challacombe B, Kutikov A, Minervini A, Rha KH, Sundaram CP, Hampton LJ, Porpiglia F, Aron M, Derweesh I, Autorino R.","World J Urol. 2019 Nov;37(11):2439-2450. doi: 10.1007/s00345-019-02657-2. Epub 2019 Feb 7.","Anele UA","World J Urol","2019","2019/02/09","","","10.1007/s00345-019-02657-2"
"31623760","Sex-Specific Thresholds of High-Sensitivity Troponin in Patients With Suspected Acute Coronary Syndrome","Lee KK, Ferry AV, Anand A, Strachan FE, Chapman AR, Kimenai DM, Meex SJR, Berry C, Findlay I, Reid A, Cruickshank A, Gray A, Collinson PO, Apple FS, McAllister DA, Maguire D, Fox KAA, Newby DE, Tuck C, Keerie C, Weir CJ, Shah ASV, Mills NL; High-STEACS Investigators.","J Am Coll Cardiol. 2019 Oct 22;74(16):2032-2043. doi: 10.1016/j.jacc.2019.07.082.","Lee KK","J Am Coll Cardiol","2019","2019/10/19","PMC6876271","","10.1016/j.jacc.2019.07.082"
"31504423","A novel machine learning-derived radiotranscriptomic signature of perivascular fat improves cardiac risk prediction using coronary CT angiography","Oikonomou EK, Williams MC, Kotanidis CP, Desai MY, Marwan M, Antonopoulos AS, Thomas KE, Thomas S, Akoumianakis I, Fan LM, Kesavan S, Herdman L, Alashi A, Centeno EH, Lyasheva M, Griffin BP, Flamm SD, Shirodaria C, Sabharwal N, Kelion A, Dweck MR, Van Beek EJR, Deanfield J, Hopewell JC, Neubauer S, Channon KM, Achenbach S, Newby DE, Antoniades C.","Eur Heart J. 2019 Nov 14;40(43):3529-3543. doi: 10.1093/eurheartj/ehz592.","Oikonomou EK","Eur Heart J","2019","2019/09/11","PMC6855141","","10.1093/eurheartj/ehz592"
"32000334","Early life tobacco exposure and children's telomere length: The HELIX project","Osorio-Yáñez C, Clemente DBP, Maitre L, Vives-Usano M, Bustamante M, Martinez D, Casas M, Alexander J, Thomsen C, Chatzi L, Gützkow KB, Grazuleviciene R, Martens DS, Plusquin M, Slama R, McEachan RC, Wright J, Yang TC, Urquiza J, Tamayo I, Sunyer J, Vafeiadi M, Nawrot TS, Vrijheid M.","Sci Total Environ. 2020 Apr 1;711:135028. doi: 10.1016/j.scitotenv.2019.135028. Epub 2019 Nov 20.","Osorio-Yáñez C","Sci Total Environ","2020","2020/02/01","","","10.1016/j.scitotenv.2019.135028"
"31879185","The ESC 2019 CCS guidelines: Have we left our patients and scientific evidence behind?","Manolis AJ, Kallistratos MS, Poulimenos LΕ, Ambrosio G, Dechend R, Lopez-Sendon J, Rosano G, Collins P.","Eur J Intern Med. 2020 Feb;72:5-8. doi: 10.1016/j.ejim.2019.12.012. Epub 2019 Dec 24.","Manolis AJ","Eur J Intern Med","2020","2019/12/28","","","10.1016/j.ejim.2019.12.012"
"31871725","Balancing between extremes-Work in hospital-at-home","Vaartio-Rajalin H, Ngoni K, Fagerström L.","Nurs Open. 2019 Oct 22;7(1):398-410. doi: 10.1002/nop2.402. eCollection 2020 Jan.","Vaartio-Rajalin H","Nurs Open","2019","2019/12/25","PMC6917957","","10.1002/nop2.402"
"31862307","Structured surveillance of Achromobacter, Pandoraea and Ralstonia species from patients in England with cystic fibrosis","Coward A, Kenna DTD, Woodford N, Turton JF;  and members of the UK CF Surveillance Working Group., The UK CF Surveillance Working Group comprised.","J Cyst Fibros. 2020 May;19(3):388-393. doi: 10.1016/j.jcf.2019.11.005. Epub 2019 Dec 18.","Coward A","J Cyst Fibros","2020","2019/12/22","","","10.1016/j.jcf.2019.11.005"
"31811016","Efficacy and Safety of Dabrafenib in Pediatric Patients with BRAF V600 Mutation-Positive Relapsed or Refractory Low-Grade Glioma: Results from a Phase I/IIa Study","Hargrave DR, Bouffet E, Tabori U, Broniscer A, Cohen KJ, Hansford JR, Geoerger B, Hingorani P, Dunkel IJ, Russo MW, Tseng L, Dasgupta K, Gasal E, Whitlock JA, Kieran MW.","Clin Cancer Res. 2019 Dec 15;25(24):7303-7311. doi: 10.1158/1078-0432.CCR-19-2177.","Hargrave DR","Clin Cancer Res","2019","2019/12/08","","","10.1158/1078-0432.CCR-19-2177"
"31788537","Alzheimer's disease pathology explains association between dementia with Lewy bodies and APOE-ε4/TOMM40 long poly-T repeat allele variants","Prokopenko I, Miyakawa G, Zheng B, Heikkinen J, Petrova Quayle D, Udeh-Momoh C, Claringbould A, Neumann J, Haytural H, Kaakinen MA, Loizidou E, Meissner E, Bertram L; BIOS consortium, Gveric DO, Gentleman SM, Attems J, Perneczky R, Arzberger T, Muglia P, Lill CM, Parkkinen L, Middleton LT.","Alzheimers Dement (N Y). 2019 Nov 20;5:814-824. doi: 10.1016/j.trci.2019.08.005. eCollection 2019.","Prokopenko I","Alzheimers Dement (N Y)","2019","2019/12/03","PMC6880091","","10.1016/j.trci.2019.08.005"
"31770829","Window of opportunity treatment in breast cancer","Chen J, Easwaralingam N, Warrier S, Ong A, Carson EK, Mak C, Snook K, Middleton K, Parker A, Palmieri C, Spillane A, Mann GB, Lim E, Segara D.","ANZ J Surg. 2020 Jan;90(1-2):34-40. doi: 10.1111/ans.15487. Epub 2019 Nov 26.","Chen J","ANZ J Surg","2020","2019/11/27","","","10.1111/ans.15487"
