,date_published,authors,journal_title,article_title,all_num_citations_crossref,all_num_references_crossref
10174,"[2019, 4]","['Monaco, Edoardo', 'Helito, Camilo Partezani', 'Redler, Andrea', 'Argento, Giuseppe', 'De Carli, Angelo', 'Saithna, Adnan', 'Helito, Paulo Victor Partezani', 'Ferretti, Andrea']",The American Journal of Sports Medicine,Correlation Between Magnetic Resonance Imaging and Surgical Exploration of the Anterolateral Structures of the Acute Anterior Cruciate Ligament–Injured Knee,34,32
10175,"[2019, 4, 11]","['Thakrar, P.', 'Aclimandos, W.', 'Goldmeier, D.', 'Setterfield, J.F.']",Clinical and Experimental Dermatology,Vegetating lesions in secondary syphilis. Reply from authors,0,3
10176,"[2019, 4, 29]","['Kloecker, David E.', 'Zaccardi, Francesco', 'Baldry, Emma', 'Davies, Melanie J.', 'Khunti, Kamlesh', 'Webb, David R.']","Diabetes, Obesity and Metabolism",Efficacy of low‐ and very‐low‐energy diets in people with type 2 diabetes mellitus: A systematic review and meta‐analysis of interventional studies,10,73
10177,"[2019, 4]","['Gaunt, Adam Christopher', 'Kitterick, Pádraig Thomas']",Otology &amp; Neurotology,Determining the Sample Size for Future Trials of Hearing Instruments for Unilaterally Deaf Adults: An Application of Network Meta-analysis,0,35
10178,"[2019, 4]","['Llewellyn, Alison', 'Howard, Claire', 'McCabe, Candida']",European Journal of Oncology Nursing,An exploration of the experiences of women treated with radiotherapy for breast cancer: Learning from recent and historical cohorts to identify enduring needs,10,38
10179,"[2019, 3, 5]","['Roy, Noémi B. A.', 'Babbs, Christian']",British Journal of Haematology,"The pathogenesis, diagnosis and management of congenital dyserythropoietic anaemia type I",21,95
10180,"[2019, 4, 1]","['van Wijngaarden, Peter', 'Keel, Stuart', 'Scanlon, Peter H.']",JAMA Ophthalmology,The Case for Extended Screening Intervals for People With Diabetes and No or Minimal Retinopathy at Baseline,0,8
10181,"[2019, 2, 6]","['Leelarathna, Lalantha', 'Beck, Roy W.', 'Bergenstal, Richard M.', 'Thabit, Hood', 'Hovorka, Roman']",Diabetes Care,Glucose Management Indicator (GMI): Insights and Validation Using Guardian 3 and Navigator 2 Sensor Data,12,3
10182,"[2019, 2, 6]","['Lawton, Rebecca', 'Robinson, Olivia', 'Harrison, Rebecca', 'Mason, Suzanne', 'Conner, Mark', 'Wilson, Brad']",BMJ Quality &amp; Safety,Are more experienced clinicians better able to tolerate uncertainty and manage risks? A vignette study of doctors in three NHS emergency departments in England,25,30
10183,"[2019, 5]","['Lynch Cronin, Irene', 'Byrne, Fiona', 'Doyle, Ross', 'Fraser, William D.', 'Chipchase, Allison', 'Eustace, Joseph A.']",Journal of Renal Nutrition,The Effect of Short-Term Vitamin D Supplementation on Calcium Status in Vitamin D Insufficient Renal Transplant Recipients at Risk of Hypercalcemia,2,25
10184,"[2019, 6]","['Henry, A.L.', 'Bundy, C.', 'Kyle, S.D.', 'Griffiths, C.E.M.', 'Chisholm, A.']",British Journal of Dermatology,Understanding the experience of sleep disturbance in psoriasis: a qualitative exploration using the Common‐Sense Model of Self‐Regulation,4,61
10185,"[2019, 4]","[""O'Higgins, Niall"", 'Grau-Eriksen, Jesper', 'Wyld, Lynda', 'Benstead, Kim']",Radiotherapy and Oncology,Response to Golden DW et al “A global call for increased interdisciplinary oncologic education”,0,1
10186,"[2018, 12, 27]","['Grainger, John D.', 'Blanchette, Victor S.', 'Grotzinger, Kelly M.', 'Roy, Anuja', 'Bussel, James B.']",British Journal of Haematology,Health‐related quality of life in children with chronic immune thrombocytopenia treated with eltrombopag in the PETIT study,7,12
10187,"[2019, 1, 22]","['Doyle, Emma', 'Crew, Jeremy', 'Mostafid, Hugh', 'Tuthill, Mark', 'Cerundolo, Vincenzo', 'Gerristen, Winald', 'Protheroe, Andrew']",BJU International,Urothelial cancer: a narrative review of the role of novel immunotherapeutic agents with particular reference to the management of non-muscle-invasive disease,7,71
10188,"[2018, 12, 13]","['Thomas, Tom', 'Chandan, Joht S', 'Harvey, Philip R', 'Bhala, Neeraj', 'Ghosh, Subrata', 'Nirantharakumar, Krishnarajah', 'Trudgill, Nigel J']",Journal of Crohn's and Colitis,The Risk of Inflammatory Bowel Disease in Subjects Presenting With Perianal Abscess: Findings From the THIN Database,4,27
10189,"[2018, 11, 23]","['Chow, Winnie S.', 'Ajaz, Ali', 'Priebe, Stefan']",Social Psychiatry and Psychiatric Epidemiology,What drives changes in institutionalised mental health care? A qualitative study of the perspectives of professional experts,8,26
10190,"[2018, 11, 26]","['Mackie, FL', 'Rigby, A', 'Morris, RK', 'Kilby, MD']",BJOG: An International Journal of Obstetrics &amp; Gynaecology,Prognosis of the co‐twin following spontaneous single intrauterine fetal death in twin pregnancies: a systematic review and meta‐analysis,10,61
10191,"[2018, 9, 17]","['Caimari, Francisca', 'Keddie, Stephen', 'Lunn, Michael P', 'D’Sa, Shirley', 'Baldeweg, Stephanie E']",The Journal of Clinical Endocrinology &amp; Metabolism,Prevalence and Course of Endocrinopathy in POEMS Syndrome,12,21
10192,"[2019, 4]","['Tuke, Marcus A.', 'Ruth, Katherine S.', 'Wood, Andrew R.', 'Beaumont, Robin N.', 'Tyrrell, Jessica', 'Jones, Samuel E.', 'Yaghootkar, Hanieh', 'Turner, Claire L.S.', 'Donohoe, Mollie E.', 'Brooke, Antonia M.', 'Collinson, Morag N.', 'Freathy, Rachel M.', 'Weedon, Michael N.', 'Frayling, Timothy M.', 'Murray, Anna']",Genetics in Medicine,Mosaic Turner syndrome shows reduced penetrance in an adult population study,36,23
10193,"[2018, 6, 7]","['Pile, Victoria', 'Robinson, Sally', 'Topor, Marta', 'Hedderly, Tammy', 'Lau, Jennifer Y. F.']",Child Neuropsychology,Attention bias for social threat in youth with tic disorders: Links with tic severity and social anxiety,2,39
10194,"[2017, 6, 8]","['Denmark, Tanya', 'Fish, Jessica', 'Jansari, Ashok', 'Tailor, Jignesh', 'Ashkan, Keyoumars', 'Morris, Robin']",Neuropsychological Rehabilitation,Using Virtual Reality to investigate multitasking ability in individuals with frontal lobe lesions,12,81
10195,"[2019, 2, 22]","['Leal, Mariana Ferreira', 'Haynes, Ben P.', 'MacNeill, Fiona A.', 'Dodson, Andrew', 'Dowsett, Mitch']",Breast Cancer Research and Treatment,Comparison of protein expression between formalin-fixed core-cut biopsies and surgical excision specimens using a novel multiplex approach,1,31
10196,NaN,['NaN'],NaN,NaN,NaN,NaN
10197,"[2019, 10]","['Palinska-Rudzka, K.E.', 'Ghobara, T.', 'Parsons, N.', 'Milner, J.', 'Lockwood, G.', 'Hartshorne, G.M.']",Reproductive BioMedicine Online,Five-year study assessing the clinical utility of anti-Müllerian hormone measurements in reproductive-age women with cancer,4,49
10198,"[2019, 8]","['Rowen, Donna', 'Carlton, Jill', 'Elliott, Jackie']",Value in Health,PROM Validation Using Paper-Based or Online Surveys: Data Collection Methods Affect the Sociodemographic and Health Profile of the Sample,4,17
10199,"[2019, 10]","['Richens, Yana', 'Campbell, Malcolm', 'Lavender, Tina']",Midwifery,Fear of birth–A prospective cohort study of primigravida in the UK,3,40
10200,"[2019, 8]","['Walters, Gareth I.', 'Mokhlis, Justin M.', 'Moore, Vicky C.', 'Robertson, Alastair S.', 'Burge, Geraldine A.', 'Bhomra, Parminder S.', 'Burge, P. Sherwood']",Respiratory Medicine,Characteristics of hypersensitivity pneumonitis diagnosed by interstitial and occupational lung disease multi-disciplinary team consensus,16,30
10201,"[2019, 2, 8]","['Gillies, Clare L', 'Farrukh, Affifa', 'Abrams, Keith R', 'Mayberry, John F']",JGH Open,Risk of esophageal cancer in achalasia cardia: A meta‐analysis,11,33
10202,"[2019, 6, 29]","['Lynch, Aine', 'Nicholson, Andrew', 'Bush, Andrew', 'McNally, Paul']",Archives of disease in childhood - Education &amp; practice edition,Pattern recognition in acute wheeze,0,0
10203,"[2020, 5]","['Cornwall, Hannah L.', 'Edwards, Ben A.', 'Curran, John F.', 'Boyce, Stephen']",Clinical Nutrition,Coffee to go? The effect of coffee on resolution of ileus following abdominal surgery: A systematic review and meta-analysis of randomised controlled trials,8,35
10204,"[2019, 6, 27]","['Davies, Kristen', 'NaN, NaN', 'Mirza, Kamran', 'Tarn, Jessica', 'Howard-Tripp, Nadia', 'Bowman, Simon J.', 'Lendrem, Dennis', 'Ng, Wan-Fai']",Rheumatology International,Fatigue in primary Sjögren’s syndrome (pSS) is associated with lower levels of proinflammatory cytokines: a validation study,14,20
10205,"[2019, 6, 28]","['Rutty, Guy N.', 'Biggs, Mike J. P.', 'Brough, Alison', 'Morgan, Bruno', 'Webster, Philip', 'Heathcote, Ann', 'Dolan, Jessica', 'Robinson, Claire']",International Journal of Legal Medicine,Remote post-mortem radiology reporting in disaster victim identification: experience gained in the 2017 Grenfell Tower disaster,8,14
10206,"[2019, 9]","['Taylor, K.', 'Lowes, S.', 'Stanley, E.', 'Hamilton, P.', 'Redman, A.', 'Leaver, A.', 'Smith, C.', 'Lakshman, R.', 'Vandersluis, H.', 'Wallis, M.G.']",Clinical Radiology,Evidence for avoiding the biopsy of typical fibroadenomas in women aged 25–29 years,4,19
10207,"[2019, 1]","['Woolf, David K', 'Li, Sonia P', 'Detre, Simone', 'Liu, Alison', 'Gogbashian, Andrew', 'Simcock, Ian C', 'Stirling, James', 'Kosmin, Michael', 'Cook, Gary J', 'Siddique, Muhammad', 'Dowsett, Mitch', 'Makris, Andreas', 'Goh, Vicky']",Biomarkers in Cancer,Assessment of the Spatial Heterogeneity of Breast Cancers: Associations Between Computed Tomography and Immunohistochemistry,1,62
10208,"[2019, 6]","['Naimer, Karen', 'Volpellier, Muriel', 'Mukwege, Denis']",The Lancet,The case of Kavumu: a model of medicolegal collaboration,3,9
10209,"[2019, 7]","['Tsim, Selina', 'Paterson, Sarah', 'Cartwright, Douglas', 'Fong, Christopher J.', 'Alexander, Laura', 'Kelly, Caroline', 'Holme, Jayne', 'Evison, Matthew', 'Blyth, Kevin G.']",Lung Cancer,Baseline predictors of negative and incomplete pleural cytology in patients with suspected pleural malignancy – Data supporting ‘Direct to LAT’ in selected groups,13,25
10210,"[2019, 6, 13]","['Song, Yee Pei', 'McWilliam, Alan', 'Hoskin, Peter J.', 'Choudhury, Ananya']",Nature Reviews Urology,Organ preservation in bladder cancer: an opportunity for truly personalized treatment,18,118
10211,"[2019, 12]","['Capoor, Malini R.', 'Subudhi, Chinari P.', 'Collier, Andrew', 'Bal, Abhijit M.']",Journal of Global Antimicrobial Resistance,Antifungal stewardship with an emphasis on candidaemia,10,79
10212,"[2019, 6, 7]","['Faurholt-Jepsen, Maria', 'Geddes, John R.', 'Goodwin, Guy M.', 'Bauer, Michael', 'Duffy, Anne', 'Vedel Kessing, Lars', 'Saunders, Kate']",Translational Psychiatry,Reporting guidelines on remotely collected electronic mood data in mood disorder (eMOOD)—recommendations,16,75
10213,"[2019, 6, 5]","['Oliveira, Ricardo', 'Patel, Raj K.', 'Taylor, Chris', 'Czuprynska, Julia', 'Arya, Roopen', 'Roberts, Lara N.']",British Journal of Haematology,Direct oral anticoagulants for the management of venous thromboembolism in patients with HIV – a single centre experience,2,10
10214,"[2019, 7]","['McCartney, G.', 'Popham, F.', 'McMaster, R.', 'Cumbers, A.']",Public Health,Defining health and health inequalities,58,43
10215,"[2019, 7]","['Shere, Mike', 'Lyburn, Iain', 'Sidebottom, Richard', 'Massey, Helen', 'Gillett, Caroline', 'Jones, Lyn']",European Journal of Radiology,MARIA® M5: A multicentre clinical study to evaluate the ability of the Micrima radio-wave radar breast imaging system (MARIA®) to detect lesions in the symptomatic breast,22,24
10216,"[2019, 5, 30]","['Ladhani, Shamez N', 'Henderson, Katherine L', 'Muller-Pebody, Berit', 'Ramsay, Mary E', 'Riordan, Andrew']",Archives of Disease in Childhood,"Risk of invasive bacterial infections by week of age in infants: prospective national surveillance, England, 2010–2017",6,19
10217,"[2019, 5, 29]","['Campbell, Melisa', 'Straatmann, Viviane S.', 'Lai, Eric T. C.', 'Potier, Joanne', 'Pinto Pereira, Snehal M.', 'Wickham, Sophie L.', 'Taylor-Robinson, David C.']",PLOS ONE,Understanding social inequalities in children being bullied: UK Millennium Cohort Study findings,2,40
10218,"[2019, 5]","['Wami, Welcome M.', 'Dundas, Ruth', 'Molaodi, Oarabile R.', 'Tranter, Mette', 'Leyland, Alastair H.', 'Katikireddi, Srinivasa Vittal']",Health &amp; Place,Assessing the potential utility of commercial ‘big data’ for health research: Enhancing small-area deprivation measures with Experian™ Mosaic groups,3,50
10219,"[2019, 5, 15]","['Papavasileiou, Vasileios', 'Goldstein, Larry B.']",Neurology,Thrombolysis in young adults with acute ischemic stroke,1,10
10220,"[2019, 5, 29]","['Zouwail, Soha', 'Longworth, Nathan', 'Grey, Joseph', 'Nesbitt, Mandy', 'Sisodiya, Sanjay', 'Hamandi, Khalid']",Annals of Clinical Biochemistry: International Journal of Laboratory Medicine,Late diagnosis of hypophosphatasia in a case with Unverricht-Lundborg disease,0,13
10221,"[2019, 5, 13]","['Shribman, Samuel', 'Alexander, Sian K', 'Zarkali, Angelika', 'Warner, Thomas T', 'Pereira, Anthony C', 'Hughes, Tom A T', 'Mummery, Catherine J']",Practical Neurology,Training in neurology: lessons learnt,1,5
10222,"[2019, 5, 7]","['Kivitz, Alan J.', 'Conaghan, Philip G.', 'Cinar, Amy', 'Lufkin, Joelle', 'Kelley, Scott D.']",Pain and Therapy,Rescue Analgesic Medication Use by Patients Treated with Triamcinolone Acetonide Extended-Release for Knee Osteoarthritis Pain: Pooled Analysis of Three Phase 2/3 Randomized Clinical Trials,7,27
10223,"[2019, 5, 6]","['Tang, Jonathan C. Y.', 'NaN, NaN', 'Jackson, Sarah', 'Walsh, Neil P.', 'Greeves, Julie', 'Fraser, William D.']",Scientific Reports,"The dynamic relationships between the active and catabolic vitamin D metabolites, their ratios, and associations with PTH",16,29
10224,"[2019, 6, 17]","['Langstaff, Lorna', 'Pradhan, Nisha', 'Clark, Allan', 'Boak, Duncan', 'Salam, Mahmoud', 'Hummel, Thomas', 'Philpott, Carl M.']",Clinical Otolaryngology,Validation of the olfactory disorders questionnaire for English‐speaking patients with olfactory disorders,12,23
10225,"[2019, 4, 11]","['Woolf, Adrian S.', 'Lopes, Filipa M.', 'Ranjzad, Parisa', 'Roberts, Neil A.']",Frontiers in Pediatrics,Congenital Disorders of the Human Urinary Tract: Recent Insights From Genetic and Molecular Studies,15,118
10226,"[2019, 9]","['Azzu, Vian', 'Fonseca, Mariana', 'Duckworth, Adam', 'Kennard, Lucinda', 'Moini, Nasreen', 'Qurashi, Maria', 'Brais, Rebecca', 'Davies, Sue', 'Manson, Ania', 'Staples, Emily', 'Kumararatne, Dinakantha S.', 'Griffiths, William J.H.']",The Journal of Allergy and Clinical Immunology: In Practice,Liver disease is common in patients with common variable immunodeficiency and predicts mortality in the presence of cirrhosis or portal hypertension,12,12
10227,"[2019, 4, 24]","['Mold, NaN', 'Cottle, NaN', 'King, NaN', 'Exley, NaN']",International Journal of Environmental Research and Public Health,Intracellular Aluminium in Inflammatory and Glial Cells in Cerebral Amyloid Angiopathy: A Case Report,12,15
10228,"[2019, 4, 20]","['Nwokolo, Munachiso', 'Amiel, Stephanie A', ""O'Daly, Owen"", 'Byrne, Megan L', 'Wilson, Bula M', 'Pernet, Andrew', 'Cordon, Sally M', 'Macdonald, Ian A', 'Zelaya, Fernando O', 'Choudhary, Pratik']",Journal of Cerebral Blood Flow &amp; Metabolism,Hypoglycemic thalamic activation in type 1 diabetes is associated with preserved symptoms despite reduced epinephrine,9,47
10229,"[2019, 6]","['Kokras, Nikolaos', 'Papadopoulou, Efthymia', 'Georgiopoulos, Georgios', 'Dalla, Christina', 'Petropoulos, Ioannis', 'Kontogiannis, Christos', 'Laina, Ageliki', 'Bampatsias, Dimitrios', 'Stellos, Konstantinos', 'Kouzoupis, Anastasios V.', 'Stamatelopoulos, Kimon']",Journal of Affective Disorders,The effect of treatment response on endothelial function and arterial stiffness in depression. A prospective study,10,57
10230,"[2019, 6]","['Balassa, Katalin', 'Salisbury, Richard', 'Watson, Edmund', 'Lubowiecki, Marcin', 'Tseu, Bing', 'Maouche, Nadjoua', 'Jeffery, Katie', 'Misbah, Siraj A.', 'Benamore, Rachel', 'Rowley, Lara', 'Barton, Daja', 'Pawson, Rachel', 'Danby, Robert', 'Rocha, Vanderson', 'Peniket, Andy']",Journal of Infection,Treatment stratification of respiratory syncytial virus infection in allogeneic stem cell transplantation,2,37
10231,"[2019, 5]","['Charlesworth, L.', 'Hutton, D.', 'Hussain, H.']",Radiography,Therapeutic Radiographers' perceptions of the barriers and enablers to effective smoking cessation support,3,41
10232,"[2019, 4, 12]","['Brun, Sara', 'Berglund, Agnethe', 'Mortensen, Kristian H.', 'Hjerrild, Britta E.', 'Hansen, Klavs W.', 'Andersen, Niels H.', 'Gravholt, Claus H.']",Clinical Endocrinology,"Blood pressure, sympathovagal tone, exercise capacity and metabolic status are linked in Turner syndrome",1,31
10233,"[2019, 4, 2]","['Baylan, Satu', 'Haig, Caroline', 'MacDonald, Maxine', 'Stiles, Ciara', 'Easto, Jake', 'Thomson, Meigan', 'Cullen, Breda', 'Quinn, Terence J', 'Stott, David', 'Mercer, Stewart W', 'Broomfield, Niall M', 'Murray, Heather', 'Evans, Jonathan J']",International Journal of Stroke,Measuring the effects of listening for leisure on outcome after stroke (MELLO): A pilot randomized controlled trial of mindful music listening,6,26
10234,"[2019, 3, 28]","['Shukla, David']",British Journal of General Practice,Involvement in primary care research: is your practice one of the 68% not benefiting?,3,4
10235,"[2019, 4, 1]","['Amirmudin, Noor Amirah', 'Lavelle, Grace', 'Theologis, Tim', 'Thompson, Nicky', 'Ryan, Jennifer M.']",Pediatrics,Multilevel Surgery for Children With Cerebral Palsy: A Meta-analysis,15,102
10236,"[2019, 3, 25]","['Molloy, John J.', 'O’Rourke, Kerry M.', 'Frias, Carolina P.', 'Sloan, Nikki L.', 'West, Matthew J.', 'Pimlott, Sally L.', 'Sutherland, Andrew', 'Watson, Allan J. B.']",Organic Letters,Mechanism of Cu-Catalyzed Aryl Boronic Acid Halodeboronation Using Electrophilic Halogen: Development of a Base-Catalyzed Iododeboronation for Radiolabeling Applications,13,51
10237,"[2019, 4]","['Wong, Jonathan', 'Lenaerts, Kaatje', 'Meesters, Dennis\xa0M.', 'Olde Damink, Steven\xa0W.M.', 'van Eijk, Hans\xa0M.H.', 'Vilar, Enric', 'Farrington, Ken']",Bioscience Reports,Acute haemodynamic changes during haemodialysis do not exacerbate gut hyperpermeability,0,45
10238,"[2019, 5]","['Green, A.L.', 'Debrah, E.', 'Roy, H.A.', 'Rebelo, P.', 'Moosavi, S.H.']",Brain Stimulation,Letter to the editor: Thalamic deep brain stimulation may relieve breathlessness in COPD,2,6
10239,"[2019, 6]","['Symon, Andrew', 'McFadden, Alison', 'White, Marianne', 'Fraser, Katrina', 'Cummins, Allison']",Midwifery,Using the Quality Maternal and Newborn Care Framework to evaluate women's experiences of different models of care: A qualitative study,8,20
10240,"[2019, 3, 9]","['Phillips, Jonathan R. A.', 'Toms, Andrew D.', 'Becker, Roland', 'Hirschmann, Michael T.']","Knee Surgery, Sports Traumatology, Arthroscopy","Am I the right surgeon, in the right hospital, with the right equipment and staff to do this operation?",5,7
10241,"[2019, 5, 9]","['Floyd, Christopher N.', 'Lidder, Satnam', 'Hunt, Joanne', 'Omar, Sami A.', 'McNeill, Karen', 'Webb, Andrew J.']",British Journal of Clinical Pharmacology,"Acute interaction between oral glucose (75 g as Lucozade) and inorganic nitrate: Decreased insulin clearance, but lack of blood pressure‐lowering",3,54
10242,"[2019, 3, 27]","['Harries, M.J.', 'Holmes, S.']",Journal of the European Academy of Dermatology and Venereology,Re: The increasing incidence of frontal fibrosing alopecia: in search of triggering factors,1,5
10243,"[2019, 2, 20]","['Burnhope, Emma', 'Rodriguez-Guadarrama, Yael', 'Waring, Michael', 'Guilder, Andrew', 'Malhotra, Bharti', 'Razavi, Reza', 'Rinaldi, C. A.', 'Pennington, Mark', 'Carr-White, Gerald']",Journal of Medical Economics,Economic impact of introducing TYRX amongst patients with heart failure and reduced ejection fraction undergoing implanted cardiac device procedures: a retrospective model based cost analysis,5,31
10244,"[2019, 5]","['Parsai, Arman', 'Miquel, Marc E.', 'Jan, Hikmat', 'Kastler, Adrian', 'Szyszko, Teresa', 'Zerizer, Imene']",Clinical Imaging,Improving liver lesion characterisation using retrospective fusion of FDG PET/CT and MRI,11,17
10245,"[2019, 2, 1]","['Zorlu, N', 'Nash, R', 'Srinivasan, R']",Medico-Legal Journal,Ten years on from an appraisal of litigation against English Health Trusts in otolaryngology: What have we learnt?,1,3
10246,"[2019, 4]","['Thomson, Gill', 'Garrett, Charlotte']",Midwifery,Afterbirth support provision for women following a traumatic/distressing birth: Survey of NHS hospital trusts in England,8,33
10247,"[2019, 1, 28]","['Cirocchi, R.', 'Popivanov, G.', 'Binda, G. A.', 'Henry, B. M.', 'Tomaszewski, K. A.', 'Davies, R. J.', 'Di Saverio, S.']",Colorectal Disease,Sigmoid resection for diverticular disease – to ligate or to preserve the inferior mesenteric artery? Results of a systematic review and meta‐analysis,10,56
10248,"[2018, 12, 31]","['Foley, James R.J.', 'Fent, Graham J.', 'Garg, Pankaj', 'Broadbent, David A.', 'Dobson, Laura E.', 'Chew, Pei G.', 'Brown, Louise A.E.', 'Swoboda, Peter P.', 'Plein, Sven', 'Higgins, David M.', 'Greenwood, John P.']",Journal of Magnetic Resonance Imaging,"Feasibility study of a single breath-hold, 3D mDIXON pulse sequence for late gadolinium enhancement imaging of ischemic scar",9,40
10249,"[2019, 4]","['Robinson, Polly F.M.', 'Pattaroni, Céline', 'Cook, James', 'Gregory, Lisa', 'Alonso, Aldara Martin', 'Fleming, Louise J.', 'Lloyd, Clare M.', 'Bush, Andrew', 'Marsland, Benjamin J.', 'Saglani, Sejal']",Journal of Allergy and Clinical Immunology,Lower airway microbiota associates with inflammatory phenotype in severe preschool wheeze,23,20
10250,"[2018, 11, 26]","['Harbaum, Lars', 'Ghataorhe, Pavandeep', 'Wharton, John', 'Jiménez, Beatriz', 'Howard, Luke S G', 'Gibbs, J Simon R', 'Nicholson, Jeremy K', 'Rhodes, Christopher J', 'Wilkins, Martin R']",Thorax,Reduced plasma levels of small HDL particles transporting fibrinolytic proteins in pulmonary arterial hypertension,16,44
10251,"[2019, 3, 19]","['Bewley, A.P.', 'Shear, N.H.', 'Calzavara‐Pinton, P.G.', 'Hansen, J.B.', 'Nyeland, M.E.', 'Signorovitch, J.']",Journal of the European Academy of Dermatology and Venereology,"Calcipotriol plus betamethasone dipropionate aerosol foam vs. apremilast, methotrexate, acitretin or fumaric acid esters for the treatment of plaque psoriasis: a matching‐adjusted indirect comparison",10,32
10252,"[2018, 11, 1]","['Wilde, Craig', 'Poostchi, Ali', 'Narendran, Rajesh', 'MacNab, Hamish K.', 'Hillman, Jonathan G.', 'Alexander, Phillip', 'Amoaku, Winfried M.', 'Vernon, Stephen A.']",Eye,Prevalence of optic disc haemorrhages in an elderly UK Caucasian population and possible association with reticular pseudodrusen—the Bridlington Eye Assessment Project (BEAP): a cross-sectional study (2002–2006),0,61
10253,"[2019, 6]","['Williams, Gillian F.', 'White, Helen', 'Sen, Mehmet', 'Prestwich, Robin J.D.']",Clinical Nutrition,Patients' experience of enteral feeding following (chemo) radiotherapy for head and neck cancer: A qualitative study,10,29
10254,"[2018, 4, 21]","['Wagley, Sariqa', 'Bokori-Brown, Monika', 'Morcrette, Helen', 'Malaspina, Andrea', 'D’Arcy, Caroline', 'Gnanapavan, Sharmilee', 'Lewis, Nicholas', 'Popoff, Michel R', 'Raciborska, Dominika', 'Nicholas, Richard', 'Turner, Ben', 'Titball, Richard W']",Multiple Sclerosis Journal,Evidence of <i>Clostridium perfringens</i> epsilon toxin associated with multiple sclerosis,27,29
10255,"[2019, 6, 15]","['Burnapp, Lisa', 'Van Assche, Kristof', 'Lennerling, Annette', 'Slaats, Dorthe', 'Van Dellen, David', 'Mamode, Nizam', 'Citterio, Franco', 'Zuidema, Willij', 'Weimar, Willem', 'Dor, Frank J M F']",Clinical Kidney Journal,Raising awareness of unspecified living kidney donation: an ELPAT* view,8,42
10256,"[2019, 8]","['Kinsella, Francesca A.M.', 'Inman, Charlotte F.', 'Gudger, Amy', 'Chan, Yuen T.', 'Murray, Duncan J.', 'Zuo, Jianmin', 'McIlroy, Graham', 'Nagra, Sandeep', 'Nunnick, Jane', 'Holder, Kathy', 'Wall, Kerry', 'Griffiths, Mike', 'Craddock, Charles', 'Nikolousis, Emmanouil', 'Moss, Paul', 'Malladi, Ram']",Leukemia Research,Very early lineage-specific chimerism after reduced intensity stem cell transplantation is highly predictive of clinical outcome for patients with myeloid disease,5,42
10257,"[2019, 4, 5]","['Crane, Laura', 'Davidson, Ian', 'Prosser, Rachel', 'Pellicano, Elizabeth']",BJPsych Open,"Understanding psychiatrists' knowledge, attitudes and experiences in identifying and supporting their patients on the autism spectrum: online survey",13,32
10258,"[2019, 11]","['Panoulas, Vasileios F.', 'Monteagudo Vela, Maria', 'Kalogeras, Konstantinos', 'Hurtado-Doce, Ana', 'García Sáez, Diana', 'Bowles, Christopher T.', 'Simon, Andre R.']",Cardiovascular Revascularization Medicine,Percutaneous Impella CP exchange with preservation of transfemoral access,0,8
10259,"[2019, 4, 3]","['Ambrogio, Simone', 'Walker, Adrian', 'Narracott, Andrew', 'Ferrari, Simone', 'Verma, Prashant', 'Fenner, John']",Journal of Medical Engineering &amp; Technology,A complex flow phantom for medical imaging: ring vortex phantom design and technical specification,2,39
10260,"[2019, 9]","['Barclay, A.', 'Paul, L.', 'MacFarlane, N.', 'McFadyen, A.K.']",Multiple Sclerosis and Related Disorders,"The effect of cycling using active-passive trainers on spasticity, cardiovascular fitness, function and quality of life in people with moderate to severe Multiple Sclerosis (MS); a feasibility study.",9,57
10261,"[2019, 6, 29]","['Walters, Gareth I.', 'Burge, P. Sherwood', 'Sahal, Adeel', 'Robertson, Alastair S.', 'Moore, Vicky C.']",Lung,Hospital Attendances and Acute Admissions Preceding a Diagnosis of Occupational Asthma,1,14
10262,"[2019, 11]","['Yogarajah, Mahinda', 'Mula, Marco']",Epilepsy & Behavior,"Social cognition, psychiatric comorbidities, and quality of life in adults with epilepsy",17,27
10263,"[2019, 6, 12]","['Sousa, David Cordeiro', 'Leal, Inês', 'Moreira, Susana', 'do Vale, Sónia', 'Silva-Herdade, Ana S.', 'Aguiar, Patrício', 'Dionísio, Patrícia', 'Abegão Pinto, Luís', 'Castanho, Miguel A. R. B.', 'Marques-Neves, Carlos']",Frontiers in Neuroscience,A Protocol to Evaluate Retinal Vascular Response Using Optical Coherence Tomography Angiography,7,43
10264,"[2019, 6]","['McDaid, Catriona', 'Parker, Adwoa', 'Scantlebury, Arabella', 'Fairhurst, Caroline', 'Dawson, Vicky', 'Elphick, Heather', 'Hewitt, Catherine', 'Spiers, Gemma', 'Thomas, Megan', 'Beresford, Bryony']",BMJ Open,Outcome domains and outcome measures used in studies assessing the effectiveness of interventions to manage non-respiratory sleep disturbances in children with neurodisabilities: a systematic review,0,67
10265,"[2019, 6, 20]","['Mancuso, Elena', 'Downey, Candice', 'Doxford‐Hook, Elizabeth', 'Bryant, Michael G', 'Culmer, Peter']",Journal of Biomedical Materials Research Part B: Applied Biomaterials,"The use of polymeric meshes for pelvic organ prolapse: Current concepts, challenges, and future perspectives",10,156
10266,"[2020, 3]","['Clarke, Noel', 'Payne, Heather', 'van der Meulen, Jan']",European Urology,"Re: David W. Donnelly, Anna Gavin, Amy Downing, et al. Regional Variations in Quality of Survival Among Men with Prostate Cancer Across the United Kingdom. Eur Urol 2019;76:228–37",0,5
