PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31528337","Antibiotic prescribing in general medical and surgical specialties: a prospective cohort study","Charani E, de Barra E, Rawson TM, Gill D, Gilchrist M, Naylor NR, Holmes AH.","Antimicrob Resist Infect Control. 2019 Sep 13;8:151. doi: 10.1186/s13756-019-0603-6. eCollection 2019.","Charani E","Antimicrob Resist Infect Control","2019","2019/09/19","PMC6743118","","10.1186/s13756-019-0603-6"
"31333578","Psychological Aspects of Congenital Hypogonadotropic Hypogonadism","Dwyer AA, Smith N, Quinton R.","Front Endocrinol (Lausanne). 2019 Jul 5;10:353. doi: 10.3389/fendo.2019.00353. eCollection 2019.","Dwyer AA","Front Endocrinol (Lausanne)","2019","2019/07/24","PMC6624645","","10.3389/fendo.2019.00353"
"31155478","Cost Analysis of Noninvasive Blood-Based MicroRNA Testing Versus CT Scans for Follow-up in Patients With Testicular Germ-Cell Tumors","Charytonowicz D, Aubrey H, Bell C, Ferret M, Tsui K, Atfield R, Coleman N, Murray MJ, Wilson ECF.","Clin Genitourin Cancer. 2019 Aug;17(4):e733-e744. doi: 10.1016/j.clgc.2019.03.015. Epub 2019 Mar 27.","Charytonowicz D","Clin Genitourin Cancer","2019","2019/06/04","","","10.1016/j.clgc.2019.03.015"
"30934024","Availability of specific tools to assess patient reported outcomes in hip arthroplasty in Spain. Identifying the best candidates to incorporate in an arthroplasty register. A systematic review and standardized assessment","Arias-de la Torre J, Puigdomenech E, Valderas JM, Evans JP, Martín V, Molina AJ, Rodríguez N, Espallargues M.","PLoS One. 2019 Apr 1;14(4):e0214746. doi: 10.1371/journal.pone.0214746. eCollection 2019.","Arias-de la Torre J","PLoS One","2019","2019/04/02","PMC6443164","","10.1371/journal.pone.0214746"
"30931651","Novel Methods to Improve the Efficiency of Radioimmunotherapy for Non-Hodgkin Lymphoma","Eskian M, Khorasanizadeh M, Zinzani PL, Illidge TM, Rezaei N.","Int Rev Immunol. 2019;38(2):79-91. doi: 10.1080/08830185.2019.1588266. Epub 2019 Mar 31.","Eskian M","Int Rev Immunol","2019","2019/04/02","","","10.1080/08830185.2019.1588266"
"30916641","Sexual risk reduction interventions for patients attending sexual health clinics: a mixed-methods feasibility study","King C, Llewellyn C, Shahmanesh M, Abraham C, Bailey J, Burns F, Clark L, Copas A, Howarth A, Hughes G, Mercer C, Miners A, Pollard A, Richardson D, Rodger A, Roy A, Gilson R.","Health Technol Assess. 2019 Mar;23(12):1-122. doi: 10.3310/hta23120.","King C","Health Technol Assess","2019","2019/03/28","PMC6452239","","10.3310/hta23120"
"30910869","Value of Tumor Growth Rate (TGR) as an Early Biomarker Predictor of Patients' Outcome in Neuroendocrine Tumors (NET)-The GREPONET Study","Lamarca A, Crona J, Ronot M, Opalinska M, Lopez Lopez C, Pezzutti D, Najran P, Carvhalo L, Franca Bezerra RO, Borg P, Vietti Violi N, Vidal Trueba H, de Mestier L, Schaefer N, Sundin A, Costa F, Pavel M, Dromain C; Knowledge Network.","Oncologist. 2019 Nov;24(11):e1082-e1090. doi: 10.1634/theoncologist.2018-0672. Epub 2019 Mar 25.","Lamarca A","Oncologist","2019","2019/03/27","PMC6853102","","10.1634/theoncologist.2018-0672"
"30860917","Antimicrobial stewardship","Hughes SJ, Moore LS.","Br J Hosp Med (Lond). 2019 Mar 2;80(3):C42-C45. doi: 10.12968/hmed.2019.80.3.C42.","Hughes SJ","Br J Hosp Med (Lond)","2019","2019/03/13","","","10.12968/hmed.2019.80.3.C42"
"30858073","Late-onset Hypogonadism and Testosterone Therapy - A Summary of Guidelines from the American Urological Association and the European Association of Urology","Fode M, Salonia A, Minhas S, Burnett AL, Shindel AW.","Eur Urol Focus. 2019 Jul;5(4):539-544. doi: 10.1016/j.euf.2019.02.021. Epub 2019 Mar 8.","Fode M","Eur Urol Focus","2019","2019/03/13","","","10.1016/j.euf.2019.02.021"
"30836678","Rapid Induction of Liver Regeneration for Major Hepatectomy (REBIRTH): A Randomized Controlled Trial of Portal Vein Embolisation versus ALPPS Assisted with Radiofrequency","Jiao LR, Fajardo Puerta AB, Gall TMH, Sodergren MH, Frampton AE, Pencavel T, Nagendran M, Habib NA, Darzi A, Pai M, Thomas R, Tait P.","Cancers (Basel). 2019 Mar 4;11(3):302. doi: 10.3390/cancers11030302.","Jiao LR","Cancers (Basel)","2019","2019/03/07","PMC6468856","","10.3390/cancers11030302"
"30814568","Investigating causality in the association between vitamin D status and self-reported tiredness","Havdahl A, Mitchell R, Paternoster L, Davey Smith G.","Sci Rep. 2019 Feb 27;9(1):2880. doi: 10.1038/s41598-019-39359-z.","Havdahl A","Sci Rep","2019","2019/03/01","PMC6393455","","10.1038/s41598-019-39359-z"
"30803815","Machine learning in whole-body MRI: experiences and challenges from an applied study using multicentre data","Lavdas I, Glocker B, Rueckert D, Taylor SA, Aboagye EO, Rockall AG.","Clin Radiol. 2019 May;74(5):346-356. doi: 10.1016/j.crad.2019.01.012. Epub 2019 Feb 23.","Lavdas I","Clin Radiol","2019","2019/02/27","","","10.1016/j.crad.2019.01.012"
"30796124","Cohort profile: design and methods in the eye and vision consortium of UK Biobank","Chua SYL, Thomas D, Allen N, Lotery A, Desai P, Patel P, Muthy Z, Sudlow C, Peto T, Khaw PT, Foster PJ; UK Biobank Eye & Vision Consortium.","BMJ Open. 2019 Feb 21;9(2):e025077. doi: 10.1136/bmjopen-2018-025077.","Chua SYL","BMJ Open","2019","2019/02/24","PMC6398663","","10.1136/bmjopen-2018-025077"
"30795955","Microscopically positive surgical margins and local recurrence in thyroid cancer. A meta-analysis","Sanabria A, Rojas A, Arevalo J, Kowalski LP, Nixon I.","Eur J Surg Oncol. 2019 Aug;45(8):1310-1316. doi: 10.1016/j.ejso.2019.02.007. Epub 2019 Feb 7.","Sanabria A","Eur J Surg Oncol","2019","2019/02/24","","","10.1016/j.ejso.2019.02.007"
"30784047","Haematological management of major bleeding associated with direct oral anticoagulants - UK experience","Green L, Tan J, Antoniou S, Alikhan R, Curry N, Everington T, Saja K, Stanworth S, Tait C, Morris JK, MacCallum P.","Br J Haematol. 2019 May;185(3):514-522. doi: 10.1111/bjh.15808. Epub 2019 Feb 19.","Green L","Br J Haematol","2019","2019/02/21","","","10.1111/bjh.15808"
"30776145","Hyperinsulinaemic hypoglycaemia: A new presentation of 16p11.2 deletion syndrome","Kostopoulou E, Dastamani A, Caiulo S, Antell H, Flanagan SE, Shah P.","Clin Endocrinol (Oxf). 2019 May;90(5):766-769. doi: 10.1111/cen.13951. Epub 2019 Mar 7.","Kostopoulou E","Clin Endocrinol (Oxf)","2019","2019/02/19","","","10.1111/cen.13951"
"30767048","Beta cells in type 1 diabetes: mass and function; sleeping or dead?","Oram RA, Sims EK, Evans-Molina C.","Diabetologia. 2019 Apr;62(4):567-577. doi: 10.1007/s00125-019-4822-4. Epub 2019 Feb 14.","Oram RA","Diabetologia","2019","2019/02/16","PMC6688846","NIHMS1041693","10.1007/s00125-019-4822-4"
"30721763","Regulation of ectodomain shedding of ADAM33 in vitro and in vivo","Davies ER, Denney L, Wandel M, Lloyd CM, Davies DE, Haitchi HM.","J Allergy Clin Immunol. 2019 Jun;143(6):2281-2284.e3. doi: 10.1016/j.jaci.2019.01.026. Epub 2019 Feb 2.","Davies ER","J Allergy Clin Immunol","2019","2019/02/06","PMC6550363","","10.1016/j.jaci.2019.01.026"
"30710112","Ophthalmology specialist trainee survey in the United Kingdom","Dean WH, Grant S, McHugh J, Bowes O, Spencer F.","Eye (Lond). 2019 Jun;33(6):917-924. doi: 10.1038/s41433-019-0344-z. Epub 2019 Feb 1.","Dean WH","Eye (Lond)","2019","2019/02/03","PMC6707274","","10.1038/s41433-019-0344-z"
"30685469","Implementing behaviour change theory and techniques to increase physical activity and prevent functional decline among adults aged 61-70: The PreventIT project","Boulton E, Hawley-Hague H, French DP, Mellone S, Zacchi A, Clemson L, Vereijken B, Todd C.","Prog Cardiovasc Dis. 2019 Mar-Apr;62(2):147-156. doi: 10.1016/j.pcad.2019.01.003. Epub 2019 Jan 24.","Boulton E","Prog Cardiovasc Dis","2019","2019/01/28","","","10.1016/j.pcad.2019.01.003"
"30681064","Author's reply","Howard LM, Trevillion K, Ryan E, Pickles A.","Br J Psychiatry. 2019 Feb;214(2):117. doi: 10.1192/bjp.2018.283.","Howard LM","Br J Psychiatry","2019","2019/01/26","","","10.1192/bjp.2018.283"
"30638633","Early-Medium-Term Outcomes of Primary Focal Cryotherapy to Treat Nonmetastatic Clinically Significant Prostate Cancer from a Prospective Multicentre Registry","Shah TT, Peters M, Eldred-Evans D, Miah S, Yap T, Faure-Walker NA, Hosking-Jervis F, Thomas B, Dudderidge T, Hindley RG, McCracken S, Greene D, Nigam R, Valerio M, Minhas S, Winkler M, Arya M, Ahmed HU.","Eur Urol. 2019 Jul;76(1):98-105. doi: 10.1016/j.eururo.2018.12.030. Epub 2019 Jan 9.","Shah TT","Eur Urol","2019","2019/01/15","","","10.1016/j.eururo.2018.12.030"
"30620076","Implementation and evaluation of nationwide scale-up of the Surgical Safety Checklist","White MC, Randall K, Capo-Chichi NFE, Sodogas F, Quenum S, Wright K, Close KL, Russ S, Sevdalis N, Leather AJM.","Br J Surg. 2019 Jan;106(2):e91-e102. doi: 10.1002/bjs.11034.","White MC","Br J Surg","2019","2019/01/09","PMC6519364","","10.1002/bjs.11034"
"30609936","Next Generation-Targeted Amplicon Sequencing (NG-TAS): an optimised protocol and computational pipeline for cost-effective profiling of circulating tumour DNA","Gao M, Callari M, Beddowes E, Sammut SJ, Grzelak M, Biggs H, Jones L, Boumertit A, Linn SC, Cortes J, Oliveira M, Baird R, Chin SF, Caldas C.","Genome Med. 2019 Jan 4;11(1):1. doi: 10.1186/s13073-018-0611-9.","Gao M","Genome Med","2019","2019/01/06","PMC6320579","","10.1186/s13073-018-0611-9"
"30591348","Billiards-related dystonia: A new task-specific dystonia","Smilowska K, Domingos J, Pasman JW, van Wamelen DJ, van de Warrenburg BP, Bloem BR.","Parkinsonism Relat Disord. 2019 Mar;60:10-11. doi: 10.1016/j.parkreldis.2018.12.018. Epub 2018 Dec 24.","Smilowska K","Parkinsonism Relat Disord","2019","2018/12/29","","","10.1016/j.parkreldis.2018.12.018"
"30575096","Latent autoimmune diabetes of adulthood (LADA) is associated with small fibre neuropathy","Alam U, Jeziorska M, Petropoulos IN, Pritchard N, Edwards K, Dehghani C, Srinivasan S, Asghar O, Ferdousi M, Ponirakis G, Marshall A, Boulton AJM, Efron N, Malik RA.","Diabet Med. 2019 Sep;36(9):1118-1124. doi: 10.1111/dme.13888. Epub 2019 Mar 4.","Alam U","Diabet Med","2019","2018/12/22","","","10.1111/dme.13888"
"30554483","Porcine-derived biomaterials in tissue engineering and reconstructive surgery: Considerations and alternatives in Muslim patients","Almarzouqi F, Rennekampff HO, Almarzouki M, Lambertz A, Acharya M, Klink C, Popov AF, Pallua N.","J Tissue Eng Regen Med. 2019 Feb;13(2):253-260. doi: 10.1002/term.2788. Epub 2019 Jan 4.","Almarzouqi F","J Tissue Eng Regen Med","2019","2018/12/17","","","10.1002/term.2788"
"30487209","Effects of short-term continuous positive airway pressure withdrawal on cerebral vascular reactivity measured by blood oxygen level-dependent magnetic resonance imaging in obstructive sleep apnoea: a randomised controlled trial","Thiel S, Lettau F, Rejmer P, Rossi C, Haile SR, Schwarz EI, Stöberl AS, Sievi NA, Boss A, Becker AS, Winklhofer S, Stradling JR, Kohler M.","Eur Respir J. 2019 Feb 21;53(2):1801854. doi: 10.1183/13993003.01854-2018. Print 2019 Feb.","Thiel S","Eur Respir J","2019","2018/11/30","","","10.1183/13993003.01854-2018"
"30482609","Mentalization in CALM psychotherapy sessions: Helping patients engage with alternative perspectives at the end of life","Shaw C, Chrysikou V, Lanceley A, Lo C, Hales S, Rodin G.","Patient Educ Couns. 2019 Feb;102(2):188-197. doi: 10.1016/j.pec.2018.10.001. Epub 2018 Oct 3.","Shaw C","Patient Educ Couns","2019","2018/11/29","","","10.1016/j.pec.2018.10.001"
"30476466","Re: Accuracy of general hospital dementia diagnoses in England: Sensitivity, specificity, and predictors of diagnostic accuracy 2008-2016","Sommerlad A, Perera G, Singh-Manoux A, Lewis G, Stewart R, Livingston G.","Alzheimers Dement. 2019 Feb;15(2):313-314. doi: 10.1016/j.jalz.2018.11.001. Epub 2018 Dec 21.","Sommerlad A","Alzheimers Dement","2019","2018/11/27","","","10.1016/j.jalz.2018.11.001"
"30387015","High intensity interval training protects the heart during increased metabolic demand in patients with type 2 diabetes: a randomised controlled trial","Suryanegara J, Cassidy S, Ninkovic V, Popovic D, Grbovic M, Okwose N, Trenell MI, MacGowan GG, Jakovljevic DG.","Acta Diabetol. 2019 Mar;56(3):321-329. doi: 10.1007/s00592-018-1245-5. Epub 2018 Nov 1.","Suryanegara J","Acta Diabetol","2019","2018/11/03","PMC6394729","","10.1007/s00592-018-1245-5"
"30307070","Addressing substance misuse: a missed opportunity in suicide prevention","Kalk NJ, Kelleher MJ, Curtis V, Morley KI.","Addiction. 2019 Mar;114(3):387-388. doi: 10.1111/add.14463. Epub 2018 Nov 10.","Kalk NJ","Addiction","2019","2018/10/12","","","10.1111/add.14463"
"30125462","Early conversion of pediatric kidney transplant patients to everolimus with reduced tacrolimus and steroid elimination: Results of a randomized trial","Tönshoff B, Ettenger R, Dello Strologo L, Marks SD, Pape L, Tedesco-Silva H Jr, Bjerre A, Christian M, Meier M, Martzloff ED, Rauer B, Ng J, Lopez P.","Am J Transplant. 2019 Mar;19(3):811-822. doi: 10.1111/ajt.15081. Epub 2018 Oct 18.","Tönshoff B","Am J Transplant","2019","2018/08/21","","","10.1111/ajt.15081"
"30099831","Parents' and healthcare professionals' experiences of care after stillbirth in low- and middle-income countries: a systematic review and meta-summary","Shakespeare C, Merriel A, Bakhbakhi D, Baneszova R, Barnard K, Lynch M, Storey C, Blencowe H, Boyle F, Flenady V, Gold K, Horey D, Mills T, Siassakos D.","BJOG. 2019 Jan;126(1):12-21. doi: 10.1111/1471-0528.15430. Epub 2018 Sep 17.","Shakespeare C","BJOG","2019","2018/08/13","","","10.1111/1471-0528.15430"
"29948084","Whole-body MRI for staging and interim response monitoring in paediatric and adolescent Hodgkin's lymphoma: a comparison with multi-modality reference standard including (18)F-FDG-PET-CT","Latifoltojar A, Punwani S, Lopes A, Humphries PD, Klusmann M, Menezes LJ, Daw S, Shankar A, Neriman D, Fitzke H, Clifton-Hadley L, Smith P, Taylor SA.","Eur Radiol. 2019 Jan;29(1):202-212. doi: 10.1007/s00330-018-5445-8. Epub 2018 Jun 15.","Latifoltojar A","Eur Radiol","2019","2018/06/28","PMC6291431","","10.1007/s00330-018-5445-8"
"32903343","A high content, phenotypic 'scar-in-a-jar' assay for rapid quantification of collagen fibrillogenesis using disease-derived pulmonary fibroblasts","Good RB, Eley JD, Gower E, Butt G, Blanchard AD, Fisher AJ, Nanthakumar CB.","BMC Biomed Eng. 2019 Jun 28;1:14. doi: 10.1186/s42490-019-0014-z. eCollection 2019.","Good RB","BMC Biomed Eng","2019","2020/09/09","PMC7422573","","10.1186/s42490-019-0014-z"
"30624047","Simultaneous Single-Channel Multiplexing and Quantification of Carbapenem-Resistant Genes Using Multidimensional Standard Curves","Rodriguez-Manzano J, Moniri A, Malpartida-Cardenas K, Dronavalli J, Davies F, Holmes A, Georgiou P.","Anal Chem. 2019 Feb 5;91(3):2013-2020. doi: 10.1021/acs.analchem.8b04412. Epub 2019 Jan 24.","Rodriguez-Manzano J","Anal Chem","2019","2019/01/10","PMC6389101","","10.1021/acs.analchem.8b04412"
"31555216","Genetics of Growth Disorders-Which Patients Require Genetic Testing?","Argente J, Tatton-Brown K, Lehwalder D, Pfäffle R.","Front Endocrinol (Lausanne). 2019 Sep 6;10:602. doi: 10.3389/fendo.2019.00602. eCollection 2019.","Argente J","Front Endocrinol (Lausanne)","2019","2019/09/27","PMC6742727","","10.3389/fendo.2019.00602"
"31552026","Loss of Janus Associated Kinase 1 Alters Urothelial Cell Function and Facilitates the Development of Bladder Cancer","Daza-Cajigal V, Albuquerque AS, Pearson J, Hinley J, Mason AS, Stahlschmidt J, Thrasher AJ, Mishra V, Southgate J, Burns SO.","Front Immunol. 2019 Sep 10;10:2065. doi: 10.3389/fimmu.2019.02065. eCollection 2019.","Daza-Cajigal V","Front Immunol","2019","2019/09/26","PMC6746825","","10.3389/fimmu.2019.02065"
"31231230","Post-mortem Characterisation of a Case With an ACTG1 Variant, Agenesis of the Corpus Callosum and Neuronal Heterotopia","Vontell R, Supramaniam VG, Davidson A, Thornton C, Marnerides A, Holder-Espinasse M, Lillis S, Yau S, Jansson M, Hagberg HE, Rutherford MA.","Front Physiol. 2019 May 24;10:623. doi: 10.3389/fphys.2019.00623. eCollection 2019.","Vontell R","Front Physiol","2019","2019/06/25","PMC6558385","","10.3389/fphys.2019.00623"
"31206072","Exploring communication between parents and clinical teams following children's heart surgery: a survey in the UK","Pagel C, Bull C, Utley M, Wray J, Barron DJ, Stoica S, Tibby SM, Tsang V, Brown KL.","BMJ Paediatr Open. 2019 Mar 22;3(1):e000391. doi: 10.1136/bmjpo-2018-000391. eCollection 2019.","Pagel C","BMJ Paediatr Open","2019","2019/06/18","PMC6542420","","10.1136/bmjpo-2018-000391"
"31189160","Digitalis Therapy and Risk of Recurrent Ventricular Tachyarrhythmias and ICD Therapies in Atrial Fibrillation and Heart Failure","Schupp T, Behnes M, Weiss C, Nienaber C, Reiser L, Bollow A, Taton G, Reichelt T, Ellguth D, Engelke N, Rusnak J, Weidner K, Akin M, Mashayekhi K, Borggrefe M, Akin I.","Cardiology. 2019;142(3):129-140. doi: 10.1159/000497271. Epub 2019 Jun 12.","Schupp T","Cardiology","2019","2019/06/13","","","10.1159/000497271"
"31130881","The FDA ""Black Box"" Warning on Antidepressant Suicide Risk in Young Adults: More Harm Than Benefits?","Fornaro M, Anastasia A, Valchera A, Carano A, Orsolini L, Vellante F, Rapini G, Olivieri L, Di Natale S, Perna G, Martinotti G, Di Giannantonio M, De Berardis D.","Front Psychiatry. 2019 May 3;10:294. doi: 10.3389/fpsyt.2019.00294. eCollection 2019.","Fornaro M","Front Psychiatry","2019","2019/05/28","PMC6510161","","10.3389/fpsyt.2019.00294"
"30991259","Leisure time physical activity reduces the association between TV-viewing and depressive symptoms: A large study among 59,401 Brazilian adults","Werneck AO, Stubbs B, Fernandes RA, Szwarcwald CL, Silva DR.","J Affect Disord. 2019 Jun 1;252:310-314. doi: 10.1016/j.jad.2019.03.066. Epub 2019 Mar 22.","Werneck AO","J Affect Disord","2019","2019/04/17","","","10.1016/j.jad.2019.03.066"
"30933841","Age of identification of sensorineural hearing loss and Characteristics of affected children: Findings from two cross-sectional studies in Saudi Arabia","Alkahtani R, Rowan D, Kattan N, Alwan NA.","Int J Pediatr Otorhinolaryngol. 2019 Jul;122:27-34. doi: 10.1016/j.ijporl.2019.03.019. Epub 2019 Mar 18.","Alkahtani R","Int J Pediatr Otorhinolaryngol","2019","2019/04/02","","","10.1016/j.ijporl.2019.03.019"
"30931393","Cost Evaluation During Decision-Making in Patients at Early Stages of Psychosis","Ermakova AO, Gileadi N, Knolle F, Justicia A, Anderson R, Fletcher PC, Moutoussis M, Murray GK.","Comput Psychiatr. 2019 Feb;3:18-39. doi: 10.1162/cpsy_a_00020.","Ermakova AO","Comput Psychiatr","2019","2019/04/02","PMC6436576","","10.1162/cpsy_a_00020"
"30922398","Argon plasma surface modification promotes the therapeutic angiogenesis and tissue formation of tissue-engineered scaffolds in vivo by adipose-derived stem cells","Griffin MF, Naderi N, Kalaskar DM, Seifalian AM, Butler PE.","Stem Cell Res Ther. 2019 Mar 29;10(1):110. doi: 10.1186/s13287-019-1195-z.","Griffin MF","Stem Cell Res Ther","2019","2019/03/30","PMC6440049","","10.1186/s13287-019-1195-z"
"30921349","Mitochondrial genetic haplogroups and cardiovascular diseases: Data from the Osteoarthritis Initiative","Veronese N, Stubbs B, Koyanagi A, Vaona A, Demurtas J, Schofield P, Maggi S.","PLoS One. 2019 Mar 28;14(3):e0213656. doi: 10.1371/journal.pone.0213656. eCollection 2019.","Veronese N","PLoS One","2019","2019/03/29","PMC6438497","","10.1371/journal.pone.0213656"
"30918362","Stakeholder views and attitudes towards prenatal and postnatal transplantation of fetal mesenchymal stem cells to treat Osteogenesis Imperfecta","Hill M, Lewis C, Riddington M, Crowe B, DeVile C, David AL, Semler O, Westgren M, Götherström C, Chitty LS.","Eur J Hum Genet. 2019 Aug;27(8):1244-1253. doi: 10.1038/s41431-019-0387-4. Epub 2019 Mar 27.","Hill M","Eur J Hum Genet","2019","2019/03/29","PMC6777523","","10.1038/s41431-019-0387-4"
"30887205","Adaptive statistical iterative reconstruction (ASIR) affects CT radiomics quantification in primary colorectal cancer","Prezzi D, Owczarczyk K, Bassett P, Siddique M, Breen DJ, Cook GJR, Goh V.","Eur Radiol. 2019 Oct;29(10):5227-5235. doi: 10.1007/s00330-019-06073-3. Epub 2019 Mar 18.","Prezzi D","Eur Radiol","2019","2019/03/20","PMC6717179","","10.1007/s00330-019-06073-3"
"30882046","Sirolimus: Efficacy and Complications in Children With Hyperinsulinemic Hypoglycemia: A 5-Year Follow-Up Study","Maria G, Antonia D, Michael A, Kate M, Sian E, Sarah FE, Mehul D, Pratik S.","J Endocr Soc. 2019 Feb 7;3(4):699-713. doi: 10.1210/js.2018-00417. eCollection 2019 Apr 1.","Maria G","J Endocr Soc","2019","2019/03/19","PMC6411415","","10.1210/js.2018-00417"
"30866968","Automated quality control in image segmentation: application to the UK Biobank cardiovascular magnetic resonance imaging study","Robinson R, Valindria VV, Bai W, Oktay O, Kainz B, Suzuki H, Sanghvi MM, Aung N, Paiva JM, Zemrak F, Fung K, Lukaschuk E, Lee AM, Carapella V, Kim YJ, Piechnik SK, Neubauer S, Petersen SE, Page C, Matthews PM, Rueckert D, Glocker B.","J Cardiovasc Magn Reson. 2019 Mar 14;21(1):18. doi: 10.1186/s12968-019-0523-x.","Robinson R","J Cardiovasc Magn Reson","2019","2019/03/15","PMC6416857","","10.1186/s12968-019-0523-x"
"30863936","Pantoprazole prophylaxis in ICU patients with high severity of disease: a post hoc analysis of the placebo-controlled SUP-ICU trial","Marker S, Perner A, Wetterslev J, Krag M, Lange T, Wise MP, Borthwick M, Bendel S, Keus F, Guttormsen AB, Schefold JC, Møller MH; SUP-ICU investigators.","Intensive Care Med. 2019 May;45(5):609-618. doi: 10.1007/s00134-019-05589-y. Epub 2019 Mar 12.","Marker S","Intensive Care Med","2019","2019/03/14","","","10.1007/s00134-019-05589-y"
"30863805","Gangrenous cholecystitis in male patients: A study of prevalence and predictive risk factors","Gomes CA, Soares C, Di Saverio S, Sartelli M, de Souza Silva PG, Orlandi AS, Heringer TL, Gomes FC, Catena F.","Ann Hepatobiliary Pancreat Surg. 2019 Feb;23(1):34-40. doi: 10.14701/ahbps.2019.23.1.34. Epub 2019 Feb 28.","Gomes CA","Ann Hepatobiliary Pancreat Surg","2019","2019/03/14","PMC6405364","","10.14701/ahbps.2019.23.1.34"
"30862612","Clinical applications of machine learning algorithms: beyond the black box","Watson DS, Krutzinna J, Bruce IN, Griffiths CE, McInnes IB, Barnes MR, Floridi L.","BMJ. 2019 Mar 12;364:l886. doi: 10.1136/bmj.l886.","Watson DS","BMJ","2019","2019/03/14","","","10.1136/bmj.l886"
"30851170","Training and assessment in flexible sigmoidoscopy: using a novel direct observation of procedural skills (DOPS) assessment tool","Siau K, Crossley J, Dunckley P, Johnson G, Haycock A, Anderson JT, Iacucci M, Feeney M.","J Gastrointestin Liver Dis. 2019 Mar;28(1):33-40. doi: 10.15403/jgld.2014.1121.281.nov.","Siau K","J Gastrointestin Liver Dis","2019","2019/03/10","","","10.15403/jgld.2014.1121.281.nov"
"30850408","Top research priorities in liver and gallbladder disorders in the UK","Gurusamy KS, Walmsley M, Davidson BR, Frier C, Fuller B, Madden A, Masson S, Morley R, Safarik I, Tsochatzis EA, Ahmed I, Cowlin M, Dillon JF, Ellicott G, Elsharkawy AM, Farrington L, Glachan A, Kumar N, Milne EJ, Rushbrook SM, Smith A, Stafford L, Yeoman A.","BMJ Open. 2019 Mar 7;9(3):e025045. doi: 10.1136/bmjopen-2018-025045.","Gurusamy KS","BMJ Open","2019","2019/03/10","PMC6429888","","10.1136/bmjopen-2018-025045"
"30850141","Haematology nurses' perspectives of their patients' places of care and death: A UK qualitative interview study","McCaughan D, Roman E, Smith AG, Garry AC, Johnson MJ, Patmore RD, Howard MR, Howell DA.","Eur J Oncol Nurs. 2019 Apr;39:70-80. doi: 10.1016/j.ejon.2019.02.003. Epub 2019 Feb 7.","McCaughan D","Eur J Oncol Nurs","2019","2019/03/10","PMC6417764","","10.1016/j.ejon.2019.02.003"
"30836937","Systems based analysis of human embryos and gene networks involved in cell lineage allocation","Smith HL, Stevens A, Minogue B, Sneddon S, Shaw L, Wood L, Adeniyi T, Xiao H, Lio P, Kimber SJ, Brison DR.","BMC Genomics. 2019 Mar 5;20(1):171. doi: 10.1186/s12864-019-5558-8.","Smith HL","BMC Genomics","2019","2019/03/07","PMC6399968","","10.1186/s12864-019-5558-8"
"30826769","Protocol for developing quality assurance measures to use in surgical trials: an example from the ROMIO study","Blencowe NS, Skilton A, Gaunt D, Brierley R, Hollowood A, Dwerryhouse S, Higgs S, Robb W, Boddy A, Hanna G, Barham CP, Blazeby J; ROMIO Study team.","BMJ Open. 2019 Mar 1;9(3):e026209. doi: 10.1136/bmjopen-2018-026209.","Blencowe NS","BMJ Open","2019","2019/03/04","PMC6429900","","10.1136/bmjopen-2018-026209"
"30821566","The Uveitis Patient Passport: A Self-Care Tool","Bailie HN, Liu X, Bruynseels A, Denniston AK, Shah P, Sii F.","Ocul Immunol Inflamm. 2020 Apr 2;28(3):433-438. doi: 10.1080/09273948.2019.1569240. Epub 2019 Mar 1.","Bailie HN","Ocul Immunol Inflamm","2020","2019/03/02","","","10.1080/09273948.2019.1569240"
"30816285","Identification of PKD1 and PKD2 gene variants in a cohort of 125 Asian Indian patients of ADPKD","Pandita S, Ramachandran V, Balakrishnan P, Rolfs A, Brandau O, Eichler S, Bhalla AK, Khullar D, Amitabh V, Ramanarayanan S, Kher V, Verma J, Kohli S, Saxena R, Verma IC.","J Hum Genet. 2019 May;64(5):409-419. doi: 10.1038/s10038-019-0582-8. Epub 2019 Feb 28.","Pandita S","J Hum Genet","2019","2019/03/01","","","10.1038/s10038-019-0582-8"
"30776295","Effect of a Nurse-Led Preventive Psychological Intervention on Symptoms of Posttraumatic Stress Disorder Among Critically Ill Patients: A Randomized Clinical Trial","Wade DM, Mouncey PR, Richards-Belle A, Wulff J, Harrison DA, Sadique MZ, Grieve RD, Emerson LM, Mason AJ, Aaronovitch D, Als N, Brewin CR, Harvey SE, Howell DCJ, Hudson N, Mythen MG, Smyth D, Weinman J, Welch J, Whitman C, Rowan KM; POPPI Trial Investigators.","JAMA. 2019 Feb 19;321(7):665-675. doi: 10.1001/jama.2019.0073.","Wade DM","JAMA","2019","2019/02/19","PMC6439605","","10.1001/jama.2019.0073"
"30775622","Efficacy and Safety of Ombitasvir/Paritaprevir/Ritonavir in Patients With Hepatitis C Virus Genotype 1 or 4 Infection and Advanced Kidney Disease","Lawitz E, Gane E, Cohen E, Vierling J, Agarwal K, Hassanein T, Mantry PS, Pockros PJ, Bennett M, Kemmer N, Morelli G, Zha J, Wang D, Shulman NS, Cohen DE, Reddy KR.","Kidney Int Rep. 2018 Oct 9;4(2):257-266. doi: 10.1016/j.ekir.2018.10.003. eCollection 2019 Feb.","Lawitz E","Kidney Int Rep","2018","2019/02/19","PMC6365406","","10.1016/j.ekir.2018.10.003"
